Conversation_ID,Date,Time,Agent_name,Department,Answered (Y/N),Resolved,Respond_time,Avg_handeling_time,Satisfaction rating
ID1451,2016-01-26,15:30:00,Diane,Washing Machine,Y,Y,94.0,46,4.0
ID1452,2016-01-26,15:30:00,Dan,Toaster,N,N,67.0,237,0.0
ID1449,2016-01-26,15:28:00,Greg,Fridge,Y,Y,87.0,64,5.0
ID1450,2016-01-26,15:28:00,Jim,Television,Y,Y,119.0,43,4.0
ID1447,2016-01-26,15:25:00,Dan,Washing Machine,Y,Y,24.0,209,4.0
ID1448,2016-01-26,15:25:00,Diane,Toaster,Y,Y,125.0,82,5.0
ID1445,2016-01-26,15:21:00,Martha,Television,Y,Y,82.0,138,2.0
ID1446,2016-01-26,15:21:00,Greg,Washing Machine,Y,Y,65.0,149,4.0
ID1443,2016-01-26,15:15:00,Diane,Fridge,Y,Y,109.0,52,1.0
ID1444,2016-01-26,15:15:00,Martha,Washing Machine,Y,Y,116.0,308,3.0
ID1441,2016-01-26,14:51:00,Diane,Fridge,Y,Y,40.0,288,3.0
ID1442,2016-01-26,14:51:00,Stewart,Toaster,Y,Y,110.0,320,3.0
ID1439,2016-01-26,14:26:00,Diane,Fridge,Y,Y,65.0,402,5.0
ID1440,2016-01-26,14:26:00,Becky,Air Conditioner,Y,Y,99.0,342,3.0
ID1437,2016-01-26,14:18:00,Jim,Television,Y,Y,77.0,266,2.0
ID1438,2016-01-26,14:18:00,Greg,Washing Machine,Y,Y,56.0,224,4.0
ID1435,2016-01-26,14:08:00,Jim,Television,Y,Y,61.0,287,5.0
ID1436,2016-01-26,14:08:00,Stewart,Television,N,N,66.0,219,0.0
ID1431,2016-01-26,13:04:00,Dan,Television,Y,Y,57.0,90,3.0
ID1432,2016-01-26,13:04:00,Diane,Television,Y,Y,110.0,317,2.0
ID1433,2016-01-26,13:04:00,Dan,Air Conditioner,Y,Y,103.0,171,4.0
ID1434,2016-01-26,13:04:00,Jim,Air Conditioner,Y,Y,94.0,372,5.0
ID1429,2016-01-26,12:56:00,Stewart,Television,Y,Y,115.0,147,3.0
ID1430,2016-01-26,12:56:00,Stewart,Toaster,Y,Y,28.0,277,4.0
ID1427,2016-01-26,12:50:00,Dan,Fridge,Y,Y,66.0,44,3.0
ID1428,2016-01-26,12:50:00,Greg,Air Conditioner,Y,Y,120.0,261,5.0
ID1425,2016-01-26,12:48:00,Diane,Television,Y,Y,106.0,112,3.0
ID1426,2016-01-26,12:48:00,Becky,Television,N,N,64.0,220,0.0
ID1423,2016-01-26,11:47:00,Diane,Television,Y,Y,39.0,232,5.0
ID1424,2016-01-26,11:47:00,Diane,Washing Machine,Y,Y,78.0,395,4.0
ID1421,2016-01-26,11:19:00,Joe,Fridge,N,N,71.0,226,0.0
ID1422,2016-01-26,11:19:00,Dan,Toaster,Y,Y,68.0,316,3.0
ID1419,2016-01-26,10:59:00,Dan,Toaster,Y,Y,68.0,408,5.0
ID1420,2016-01-26,10:59:00,Dan,Television,Y,Y,50.0,166,4.0
ID1417,2016-01-26,10:52:00,Becky,Washing Machine,Y,Y,16.0,215,1.0
ID1418,2016-01-26,10:52:00,Becky,Air Conditioner,Y,Y,77.0,102,3.0
ID1415,2016-01-26,10:50:00,Diane,Toaster,Y,Y,72.0,91,3.0
ID1416,2016-01-26,10:50:00,Stewart,Television,Y,Y,53.0,352,5.0
ID1413,2016-01-26,10:40:00,Diane,Washing Machine,Y,Y,57.0,329,2.0
ID1414,2016-01-26,10:40:00,Stewart,Toaster,N,N,66.0,219,0.0
ID1411,2016-01-26,10:27:00,Diane,Washing Machine,Y,Y,103.0,151,3.0
ID1412,2016-01-26,10:27:00,Diane,Washing Machine,Y,Y,68.0,138,3.0
ID1409,2016-01-26,09:51:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID1410,2016-01-26,09:51:00,Jim,Toaster,Y,Y,79.0,170,3.0
ID1407,2016-01-26,09:41:00,Jim,Fridge,Y,N,41.0,206,4.0
ID1408,2016-01-26,09:41:00,Becky,Toaster,Y,Y,13.0,233,3.0
ID1405,2016-01-26,09:30:00,Dan,Toaster,Y,Y,113.0,51,5.0
ID1406,2016-01-26,09:30:00,Greg,Fridge,Y,Y,84.0,77,3.0
ID1403,2016-01-26,09:05:00,Becky,Washing Machine,Y,Y,86.0,62,4.0
ID1404,2016-01-26,09:05:00,Martha,Washing Machine,Y,Y,63.0,145,4.0
ID1401,2016-01-25,17:32:00,Diane,Toaster,Y,Y,19.0,398,5.0
ID1402,2016-01-25,17:32:00,Stewart,Washing Machine,Y,Y,76.0,344,5.0
ID1399,2016-01-25,16:13:00,Becky,Television,Y,Y,109.0,346,3.0
ID1400,2016-01-25,16:13:00,Martha,Fridge,Y,Y,13.0,69,3.0
ID1397,2016-01-25,15:53:00,Greg,Fridge,Y,Y,31.0,293,3.0
ID1398,2016-01-25,15:53:00,Joe,Fridge,Y,Y,41.0,302,5.0
ID1395,2016-01-25,15:51:00,Diane,Fridge,Y,Y,44.0,357,5.0
ID1396,2016-01-25,15:51:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID1393,2016-01-25,15:20:00,Dan,Television,Y,Y,53.0,228,3.0
ID1394,2016-01-25,15:20:00,Joe,Air Conditioner,Y,Y,106.0,395,1.0
ID1391,2016-01-25,15:05:00,Becky,Toaster,N,N,64.0,220,0.0
ID1392,2016-01-25,15:05:00,Martha,Television,Y,Y,50.0,32,3.0
ID1389,2016-01-25,15:04:00,Dan,Washing Machine,Y,Y,78.0,310,4.0
ID1390,2016-01-25,15:04:00,Stewart,Television,Y,Y,15.0,130,3.0
ID1387,2016-01-25,14:34:00,Becky,Toaster,Y,Y,111.0,363,3.0
ID1388,2016-01-25,14:34:00,Joe,Fridge,Y,Y,56.0,198,3.0
ID1385,2016-01-25,14:26:00,Joe,Toaster,Y,Y,106.0,54,3.0
ID1386,2016-01-25,14:26:00,Joe,Air Conditioner,N,N,71.0,226,0.0
ID1383,2016-01-25,14:12:00,Diane,Television,N,N,64.0,221,0.0
ID1384,2016-01-25,14:12:00,Martha,Washing Machine,Y,Y,108.0,396,3.0
ID1379,2016-01-25,14:11:00,Becky,Washing Machine,Y,Y,54.0,251,3.0
ID1380,2016-01-25,14:11:00,Joe,Television,Y,Y,94.0,303,2.0
ID1381,2016-01-25,14:11:00,Becky,Television,N,N,64.0,220,0.0
ID1382,2016-01-25,14:11:00,Martha,Television,Y,Y,24.0,244,4.0
ID1377,2016-01-25,12:53:00,Dan,Toaster,Y,Y,80.0,369,2.0
ID1378,2016-01-25,12:53:00,Jim,Fridge,Y,Y,66.0,363,3.0
ID1375,2016-01-25,12:43:00,Jim,Fridge,N,N,67.0,231,0.0
ID1376,2016-01-25,12:43:00,Stewart,Fridge,Y,Y,43.0,390,5.0
ID1371,2016-01-25,12:21:00,Greg,Washing Machine,Y,Y,59.0,350,5.0
ID1372,2016-01-25,12:21:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID1373,2016-01-25,12:21:00,Becky,Air Conditioner,Y,Y,56.0,83,3.0
ID1374,2016-01-25,12:21:00,Greg,Washing Machine,Y,Y,56.0,312,3.0
ID1369,2016-01-25,12:18:00,Greg,Toaster,Y,Y,112.0,81,4.0
ID1370,2016-01-25,12:18:00,Diane,Toaster,Y,Y,37.0,339,4.0
ID1367,2016-01-25,12:12:00,Dan,Fridge,Y,Y,73.0,335,3.0
ID1368,2016-01-25,12:12:00,Stewart,Television,N,N,66.0,219,0.0
ID1365,2016-01-25,12:10:00,Martha,Fridge,Y,Y,93.0,191,4.0
ID1366,2016-01-25,12:10:00,Jim,Fridge,N,N,67.0,231,0.0
ID1363,2016-01-25,12:00:00,Becky,Toaster,Y,Y,29.0,289,4.0
ID1364,2016-01-25,12:00:00,Stewart,Air Conditioner,Y,Y,41.0,103,1.0
ID1359,2016-01-25,11:54:00,Joe,Washing Machine,Y,Y,72.0,331,4.0
ID1360,2016-01-25,11:54:00,Stewart,Toaster,Y,Y,73.0,194,4.0
ID1361,2016-01-25,11:54:00,Martha,Toaster,Y,N,105.0,185,4.0
ID1362,2016-01-25,11:54:00,Greg,Air Conditioner,Y,Y,75.0,225,3.0
ID1357,2016-01-25,11:48:00,Diane,Washing Machine,Y,Y,24.0,283,3.0
ID1358,2016-01-25,11:48:00,Stewart,Washing Machine,Y,Y,75.0,103,4.0
ID1355,2016-01-25,11:42:00,Greg,Fridge,N,N,67.0,228,0.0
ID1356,2016-01-25,11:42:00,Greg,Toaster,Y,N,57.0,146,3.0
ID1353,2016-01-25,11:03:00,Diane,Air Conditioner,Y,Y,61.0,125,5.0
ID1354,2016-01-25,11:03:00,Diane,Air Conditioner,Y,Y,99.0,333,5.0
ID1351,2016-01-25,10:42:00,Joe,Television,Y,Y,115.0,358,4.0
ID1352,2016-01-25,10:42:00,Dan,Air Conditioner,Y,Y,53.0,365,5.0
ID1349,2016-01-25,10:27:00,Diane,Fridge,N,N,64.0,221,0.0
ID1350,2016-01-25,10:27:00,Joe,Washing Machine,N,N,71.0,226,0.0
ID1347,2016-01-25,10:10:00,Martha,Washing Machine,Y,Y,102.0,313,5.0
ID1348,2016-01-25,10:10:00,Joe,Toaster,Y,N,123.0,38,3.0
ID1345,2016-01-25,09:37:00,Stewart,Air Conditioner,Y,Y,19.0,383,3.0
ID1346,2016-01-25,09:37:00,Martha,Television,Y,Y,55.0,395,3.0
ID1343,2016-01-25,09:33:00,Dan,Air Conditioner,Y,Y,40.0,417,3.0
ID1344,2016-01-25,09:33:00,Becky,Toaster,Y,Y,57.0,345,4.0
ID1341,2016-01-25,09:25:00,Jim,Television,Y,Y,44.0,410,3.0
ID1342,2016-01-25,09:25:00,Jim,Fridge,Y,Y,24.0,220,5.0
ID1339,2016-01-25,09:15:00,Dan,Television,Y,Y,76.0,92,4.0
ID1340,2016-01-25,09:15:00,Joe,Toaster,Y,Y,104.0,396,4.0
ID1337,2016-01-24,17:54:00,Diane,Fridge,Y,Y,22.0,106,4.0
ID1338,2016-01-24,17:54:00,Jim,Air Conditioner,Y,Y,10.0,373,4.0
ID1335,2016-01-24,17:25:00,Jim,Toaster,Y,Y,17.0,155,1.0
ID1336,2016-01-24,17:25:00,Becky,Toaster,Y,Y,116.0,77,4.0
ID1333,2016-01-24,17:16:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID1334,2016-01-24,17:16:00,Greg,Toaster,Y,Y,84.0,381,4.0
ID1331,2016-01-24,16:45:00,Greg,Air Conditioner,Y,Y,19.0,141,3.0
ID1332,2016-01-24,16:45:00,Stewart,Air Conditioner,Y,Y,47.0,266,3.0
ID1329,2016-01-24,16:01:00,Greg,Fridge,Y,Y,68.0,43,1.0
ID1330,2016-01-24,16:01:00,Greg,Television,Y,Y,43.0,190,3.0
ID1327,2016-01-24,15:59:00,Stewart,Fridge,Y,Y,53.0,361,4.0
ID1328,2016-01-24,15:59:00,Joe,Television,Y,Y,37.0,289,2.0
ID1325,2016-01-24,15:48:00,Dan,Toaster,Y,Y,116.0,219,5.0
ID1326,2016-01-24,15:48:00,Dan,Toaster,Y,Y,14.0,371,5.0
ID1323,2016-01-24,14:47:00,Martha,Air Conditioner,Y,Y,96.0,270,2.0
ID1324,2016-01-24,14:47:00,Greg,Television,Y,N,110.0,303,5.0
ID1321,2016-01-24,14:45:00,Joe,Air Conditioner,Y,Y,76.0,69,3.0
ID1322,2016-01-24,14:45:00,Diane,Air Conditioner,Y,Y,124.0,189,2.0
ID1319,2016-01-24,14:15:00,Diane,Air Conditioner,Y,Y,28.0,230,5.0
ID1320,2016-01-24,14:15:00,Dan,Air Conditioner,Y,Y,46.0,283,1.0
ID1317,2016-01-24,13:13:00,Dan,Television,Y,Y,33.0,186,2.0
ID1318,2016-01-24,13:13:00,Joe,Air Conditioner,Y,Y,113.0,364,3.0
ID1315,2016-01-24,13:00:00,Jim,Television,Y,Y,102.0,239,4.0
ID1316,2016-01-24,13:00:00,Joe,Toaster,Y,Y,19.0,343,4.0
ID1313,2016-01-24,12:25:00,Jim,Television,Y,N,61.0,42,5.0
ID1314,2016-01-24,12:25:00,Becky,Toaster,Y,Y,51.0,404,3.0
ID1311,2016-01-24,12:21:00,Stewart,Washing Machine,Y,Y,112.0,223,3.0
ID1312,2016-01-24,12:21:00,Diane,Television,Y,Y,58.0,259,4.0
ID1309,2016-01-24,11:42:00,Becky,Air Conditioner,Y,Y,41.0,234,4.0
ID1310,2016-01-24,11:42:00,Greg,Washing Machine,Y,Y,81.0,379,3.0
ID1307,2016-01-24,11:11:00,Dan,Washing Machine,Y,Y,61.0,185,3.0
ID1308,2016-01-24,11:11:00,Diane,Television,Y,Y,55.0,390,1.0
ID1305,2016-01-24,10:32:00,Joe,Fridge,Y,Y,125.0,31,3.0
ID1306,2016-01-24,10:32:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID1303,2016-01-24,10:29:00,Jim,Toaster,Y,Y,16.0,275,4.0
ID1304,2016-01-24,10:29:00,Martha,Fridge,N,N,71.0,226,0.0
ID1299,2016-01-24,10:04:00,Martha,Television,Y,Y,72.0,311,5.0
ID1300,2016-01-24,10:04:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID1301,2016-01-24,10:04:00,Stewart,Washing Machine,Y,N,28.0,52,4.0
ID1302,2016-01-24,10:04:00,Dan,Television,Y,Y,124.0,193,4.0
ID1297,2016-01-24,10:03:00,Greg,Fridge,Y,Y,104.0,335,2.0
ID1298,2016-01-24,10:03:00,Martha,Toaster,Y,Y,123.0,115,1.0
ID1295,2016-01-24,09:54:00,Jim,Air Conditioner,Y,Y,109.0,347,3.0
ID1296,2016-01-24,09:54:00,Greg,Toaster,N,N,67.0,228,0.0
ID1293,2016-01-24,09:24:00,Joe,Toaster,Y,Y,95.0,185,5.0
ID1294,2016-01-24,09:24:00,Joe,Washing Machine,N,N,71.0,226,0.0
ID1291,2016-01-24,09:20:00,Joe,Air Conditioner,Y,Y,42.0,236,3.0
ID1292,2016-01-24,09:20:00,Greg,Air Conditioner,Y,Y,86.0,88,1.0
ID1289,2016-01-24,09:12:00,Greg,Fridge,Y,Y,21.0,50,1.0
ID1290,2016-01-24,09:12:00,Martha,Washing Machine,Y,Y,87.0,131,3.0
ID1285,2016-01-24,09:05:00,Dan,Toaster,N,N,67.0,237,0.0
ID1286,2016-01-24,09:05:00,Diane,Television,Y,Y,48.0,396,2.0
ID1287,2016-01-24,09:05:00,Joe,Toaster,Y,Y,57.0,272,3.0
ID1288,2016-01-24,09:05:00,Jim,Fridge,Y,N,116.0,309,3.0
ID1283,2016-01-23,17:44:00,Greg,Washing Machine,N,N,67.0,228,0.0
ID1284,2016-01-23,17:44:00,Stewart,Toaster,N,N,66.0,219,0.0
ID1281,2016-01-23,17:41:00,Joe,Television,Y,Y,74.0,354,2.0
ID1282,2016-01-23,17:41:00,Greg,Television,Y,Y,85.0,164,3.0
ID1279,2016-01-23,17:24:00,Joe,Toaster,Y,Y,19.0,71,4.0
ID1280,2016-01-23,17:24:00,Dan,Washing Machine,N,N,67.0,237,0.0
ID1277,2016-01-23,16:45:00,Stewart,Television,Y,Y,53.0,363,3.0
ID1278,2016-01-23,16:45:00,Diane,Television,Y,Y,116.0,298,3.0
ID1275,2016-01-23,16:37:00,Jim,Toaster,Y,Y,53.0,103,4.0
ID1276,2016-01-23,16:37:00,Diane,Air Conditioner,Y,Y,12.0,348,3.0
ID1273,2016-01-23,16:13:00,Stewart,Washing Machine,Y,N,31.0,31,3.0
ID1274,2016-01-23,16:13:00,Greg,Television,Y,Y,56.0,80,2.0
ID1271,2016-01-23,16:01:00,Becky,Toaster,Y,N,56.0,118,4.0
ID1272,2016-01-23,16:01:00,Martha,Fridge,N,N,71.0,226,0.0
ID1269,2016-01-23,14:52:00,Dan,Air Conditioner,Y,Y,33.0,66,5.0
ID1270,2016-01-23,14:52:00,Becky,Air Conditioner,N,N,64.0,220,0.0
ID1267,2016-01-23,14:13:00,Dan,Toaster,Y,Y,75.0,120,4.0
ID1268,2016-01-23,14:13:00,Martha,Television,N,N,71.0,226,0.0
ID1265,2016-01-23,13:37:00,Dan,Fridge,Y,Y,29.0,110,5.0
ID1266,2016-01-23,13:37:00,Joe,Fridge,Y,Y,10.0,402,5.0
ID1263,2016-01-23,13:33:00,Diane,Fridge,Y,Y,44.0,192,5.0
ID1264,2016-01-23,13:33:00,Diane,Washing Machine,Y,N,62.0,213,4.0
ID1261,2016-01-23,12:54:00,Greg,Toaster,Y,Y,89.0,94,2.0
ID1262,2016-01-23,12:54:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID1259,2016-01-23,12:43:00,Dan,Television,Y,Y,18.0,74,4.0
ID1260,2016-01-23,12:43:00,Greg,Toaster,Y,Y,29.0,355,5.0
ID1257,2016-01-23,12:14:00,Martha,Washing Machine,Y,Y,26.0,227,3.0
ID1258,2016-01-23,12:14:00,Diane,Toaster,Y,Y,33.0,104,5.0
ID1255,2016-01-23,11:55:00,Martha,Washing Machine,Y,Y,15.0,217,3.0
ID1256,2016-01-23,11:55:00,Martha,Fridge,Y,Y,120.0,252,2.0
ID1253,2016-01-23,11:44:00,Becky,Television,Y,Y,22.0,372,3.0
ID1254,2016-01-23,11:44:00,Diane,Television,N,N,64.0,221,0.0
ID1251,2016-01-23,11:36:00,Joe,Fridge,Y,Y,74.0,75,3.0
ID1252,2016-01-23,11:36:00,Jim,Fridge,Y,Y,18.0,81,3.0
ID1249,2016-01-23,11:35:00,Diane,Washing Machine,Y,Y,110.0,303,5.0
ID1250,2016-01-23,11:35:00,Stewart,Toaster,Y,Y,28.0,316,2.0
ID1247,2016-01-23,11:32:00,Greg,Fridge,Y,N,10.0,61,5.0
ID1248,2016-01-23,11:32:00,Joe,Fridge,Y,Y,100.0,42,5.0
ID1245,2016-01-23,11:29:00,Jim,Air Conditioner,Y,Y,33.0,209,3.0
ID1246,2016-01-23,11:29:00,Dan,Washing Machine,N,N,67.0,237,0.0
ID1243,2016-01-23,11:18:00,Joe,Television,Y,Y,84.0,81,5.0
ID1244,2016-01-23,11:18:00,Becky,Toaster,Y,N,63.0,300,4.0
ID1241,2016-01-23,11:00:00,Jim,Washing Machine,Y,Y,121.0,169,2.0
ID1242,2016-01-23,11:00:00,Martha,Television,Y,Y,83.0,408,5.0
ID1239,2016-01-23,10:49:00,Diane,Fridge,N,N,64.0,221,0.0
ID1240,2016-01-23,10:49:00,Dan,Air Conditioner,Y,Y,118.0,169,4.0
ID1237,2016-01-23,09:57:00,Diane,Fridge,Y,Y,12.0,331,3.0
ID1238,2016-01-23,09:57:00,Joe,Air Conditioner,Y,N,120.0,54,4.0
ID1235,2016-01-23,09:51:00,Becky,Toaster,Y,N,112.0,378,2.0
ID1236,2016-01-23,09:51:00,Dan,Television,Y,Y,53.0,346,4.0
ID1233,2016-01-23,09:40:00,Greg,Air Conditioner,Y,Y,112.0,217,5.0
ID1234,2016-01-23,09:40:00,Stewart,Fridge,Y,Y,116.0,162,3.0
ID1231,2016-01-23,09:31:00,Greg,Television,Y,Y,116.0,73,2.0
ID1232,2016-01-23,09:31:00,Martha,Fridge,Y,Y,52.0,87,5.0
ID1229,2016-01-22,17:47:00,Jim,Toaster,Y,Y,71.0,241,2.0
ID1230,2016-01-22,17:47:00,Becky,Television,Y,N,50.0,308,3.0
ID1227,2016-01-22,17:38:00,Diane,Television,Y,Y,64.0,102,3.0
ID1228,2016-01-22,17:38:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID1225,2016-01-22,17:25:00,Greg,Fridge,N,N,67.0,228,0.0
ID1226,2016-01-22,17:25:00,Greg,Toaster,Y,Y,115.0,252,5.0
ID1223,2016-01-22,16:56:00,Greg,Television,Y,Y,72.0,249,5.0
ID1224,2016-01-22,16:56:00,Joe,Air Conditioner,Y,N,82.0,302,1.0
ID1221,2016-01-22,16:50:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID1222,2016-01-22,16:50:00,Stewart,Washing Machine,Y,Y,33.0,369,5.0
ID1219,2016-01-22,16:39:00,Greg,Fridge,N,N,67.0,228,0.0
ID1220,2016-01-22,16:39:00,Jim,Toaster,Y,N,35.0,309,5.0
ID1217,2016-01-22,16:01:00,Martha,Toaster,N,N,71.0,226,0.0
ID1218,2016-01-22,16:01:00,Becky,Television,Y,Y,78.0,65,5.0
ID1215,2016-01-22,15:56:00,Martha,Television,N,N,71.0,226,0.0
ID1216,2016-01-22,15:56:00,Martha,Fridge,N,N,71.0,226,0.0
ID1213,2016-01-22,15:30:00,Martha,Washing Machine,N,N,71.0,226,0.0
ID1214,2016-01-22,15:30:00,Jim,Television,N,N,67.0,231,0.0
ID1211,2016-01-22,14:49:00,Becky,Fridge,Y,N,54.0,195,5.0
ID1212,2016-01-22,14:49:00,Greg,Toaster,Y,Y,99.0,60,1.0
ID1209,2016-01-22,14:48:00,Stewart,Television,N,N,66.0,219,0.0
ID1210,2016-01-22,14:48:00,Jim,Fridge,Y,Y,15.0,295,4.0
ID1207,2016-01-22,14:44:00,Becky,Television,Y,Y,35.0,70,3.0
ID1208,2016-01-22,14:44:00,Diane,Fridge,Y,Y,57.0,81,5.0
ID1205,2016-01-22,14:22:00,Stewart,Television,Y,N,94.0,238,4.0
ID1206,2016-01-22,14:22:00,Stewart,Television,Y,Y,92.0,370,1.0
ID1203,2016-01-22,14:19:00,Joe,Fridge,N,N,71.0,226,0.0
ID1204,2016-01-22,14:19:00,Dan,Toaster,Y,Y,67.0,402,4.0
ID1201,2016-01-22,12:47:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID1202,2016-01-22,12:47:00,Greg,Washing Machine,N,N,67.0,228,0.0
ID1197,2016-01-22,11:55:00,Greg,Toaster,Y,Y,13.0,420,3.0
ID1198,2016-01-22,11:55:00,Jim,Fridge,Y,Y,84.0,334,5.0
ID1199,2016-01-22,11:55:00,Dan,Fridge,Y,Y,60.0,286,3.0
ID1200,2016-01-22,11:55:00,Dan,Fridge,Y,Y,32.0,35,5.0
ID1195,2016-01-22,11:42:00,Greg,Air Conditioner,N,N,67.0,228,0.0
ID1196,2016-01-22,11:42:00,Martha,Toaster,Y,Y,39.0,305,4.0
ID1193,2016-01-22,11:39:00,Martha,Fridge,Y,Y,77.0,302,5.0
ID1194,2016-01-22,11:39:00,Becky,Air Conditioner,Y,Y,46.0,365,3.0
ID1191,2016-01-22,10:37:00,Becky,Air Conditioner,N,N,64.0,220,0.0
ID1192,2016-01-22,10:37:00,Diane,Washing Machine,Y,N,55.0,280,4.0
ID1189,2016-01-22,09:59:00,Becky,Air Conditioner,Y,Y,23.0,284,1.0
ID1190,2016-01-22,09:59:00,Martha,Fridge,Y,Y,53.0,77,2.0
ID1187,2016-01-22,09:48:00,Martha,Television,Y,Y,103.0,134,5.0
ID1188,2016-01-22,09:48:00,Becky,Washing Machine,Y,Y,98.0,413,4.0
ID1185,2016-01-22,09:24:00,Martha,Fridge,Y,Y,34.0,367,3.0
ID1186,2016-01-22,09:24:00,Diane,Television,Y,Y,53.0,302,4.0
ID1181,2016-01-22,09:11:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID1182,2016-01-22,09:11:00,Diane,Fridge,Y,Y,20.0,68,3.0
ID1183,2016-01-22,09:11:00,Diane,Air Conditioner,Y,Y,112.0,217,1.0
ID1184,2016-01-22,09:11:00,Becky,Television,Y,Y,85.0,324,4.0
ID1179,2016-01-21,17:38:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID1180,2016-01-21,17:38:00,Stewart,Fridge,Y,Y,21.0,130,4.0
ID1177,2016-01-21,17:36:00,Greg,Television,Y,Y,75.0,388,4.0
ID1178,2016-01-21,17:36:00,Martha,Toaster,Y,Y,114.0,174,4.0
ID1171,2016-01-21,17:26:00,Jim,Air Conditioner,Y,Y,44.0,76,4.0
ID1172,2016-01-21,17:26:00,Becky,Air Conditioner,N,N,64.0,220,0.0
ID1173,2016-01-21,17:26:00,Stewart,Television,Y,Y,119.0,42,4.0
ID1174,2016-01-21,17:26:00,Martha,Television,Y,Y,62.0,54,5.0
ID1175,2016-01-21,17:26:00,Greg,Television,Y,Y,84.0,364,5.0
ID1176,2016-01-21,17:26:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID1169,2016-01-21,17:11:00,Dan,Air Conditioner,Y,Y,125.0,277,4.0
ID1170,2016-01-21,17:11:00,Martha,Toaster,Y,Y,68.0,306,3.0
ID1167,2016-01-21,16:46:00,Joe,Washing Machine,Y,Y,22.0,418,3.0
ID1168,2016-01-21,16:46:00,Dan,Washing Machine,Y,Y,115.0,85,1.0
ID1165,2016-01-21,16:29:00,Martha,Television,Y,Y,112.0,171,5.0
ID1166,2016-01-21,16:29:00,Diane,Toaster,Y,Y,16.0,263,3.0
ID1163,2016-01-21,16:20:00,Becky,Toaster,N,N,64.0,220,0.0
ID1164,2016-01-21,16:20:00,Jim,Washing Machine,Y,Y,79.0,47,3.0
ID1161,2016-01-21,16:03:00,Dan,Washing Machine,Y,Y,52.0,107,2.0
ID1162,2016-01-21,16:03:00,Martha,Fridge,N,N,71.0,226,0.0
ID1159,2016-01-21,15:48:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID1160,2016-01-21,15:48:00,Stewart,Television,Y,Y,99.0,134,4.0
ID1157,2016-01-21,15:47:00,Joe,Toaster,N,N,71.0,226,0.0
ID1158,2016-01-21,15:47:00,Joe,Air Conditioner,N,N,71.0,226,0.0
ID1155,2016-01-21,12:07:00,Stewart,Air Conditioner,Y,Y,18.0,37,5.0
ID1156,2016-01-21,12:07:00,Joe,Television,N,N,71.0,226,0.0
ID1151,2016-01-21,12:02:00,Jim,Air Conditioner,Y,Y,30.0,299,3.0
ID1152,2016-01-21,12:02:00,Martha,Fridge,Y,Y,107.0,50,4.0
ID1153,2016-01-21,12:02:00,Greg,Air Conditioner,Y,Y,122.0,385,5.0
ID1154,2016-01-21,12:02:00,Martha,Fridge,N,N,71.0,226,0.0
ID1149,2016-01-21,11:15:00,Dan,Toaster,Y,Y,68.0,413,1.0
ID1150,2016-01-21,11:15:00,Jim,Fridge,Y,N,46.0,34,3.0
ID1147,2016-01-21,10:59:00,Greg,Washing Machine,Y,Y,55.0,97,2.0
ID1148,2016-01-21,10:59:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID1145,2016-01-21,10:53:00,Becky,Television,Y,Y,57.0,107,4.0
ID1146,2016-01-21,10:53:00,Martha,Washing Machine,Y,Y,109.0,356,3.0
ID1143,2016-01-21,10:24:00,Greg,Television,Y,Y,28.0,360,4.0
ID1144,2016-01-21,10:24:00,Martha,Washing Machine,Y,Y,108.0,362,1.0
ID1141,2016-01-21,10:19:00,Martha,Fridge,Y,Y,106.0,109,5.0
ID1142,2016-01-21,10:19:00,Jim,Television,Y,Y,92.0,133,4.0
ID1139,2016-01-21,10:14:00,Jim,Washing Machine,Y,Y,73.0,193,1.0
ID1140,2016-01-21,10:14:00,Jim,Air Conditioner,Y,Y,110.0,131,5.0
ID1137,2016-01-21,09:56:00,Martha,Washing Machine,Y,Y,57.0,324,3.0
ID1138,2016-01-21,09:56:00,Diane,Fridge,Y,Y,82.0,293,4.0
ID1135,2016-01-21,09:37:00,Dan,Television,N,N,67.0,237,0.0
ID1136,2016-01-21,09:37:00,Greg,Air Conditioner,Y,Y,79.0,79,5.0
ID1133,2016-01-21,09:20:00,Becky,Television,Y,Y,39.0,131,1.0
ID1134,2016-01-21,09:20:00,Jim,Air Conditioner,Y,Y,71.0,174,5.0
ID1131,2016-01-20,17:57:00,Joe,Fridge,Y,N,100.0,244,2.0
ID1132,2016-01-20,17:57:00,Joe,Air Conditioner,Y,Y,69.0,82,3.0
ID1129,2016-01-20,17:55:00,Joe,Television,Y,Y,50.0,108,4.0
